id,recommended_course_id,course_language,,,,,,,,,,,,,,,,,,,,,,,
1270,9557,eng,,,,,,,,,,,,,,,,,,,,,,,
1271,17465453,eng,,,,,,,,,,,,,,,,,,,,,,,
1272,8600,en-US,,,,,,,,,,,,,,,,,,,,,,,
1273,30264,en-US,,,,,,,,,,,,,,,,,,,,,,,
1274,196970,en-US,,,,,,,,,,,,,,,,,,,,,,,
1275,2832909,eng,,,,,,,,,,,,,,,,,,,,,,,
1276,7488244,en-US,,,,,,,,,,,,,,,,,,,,,,,
1277,73186,,,,,,,,,,,,,,,,,,,,,,,,
1278,13888,en-US,,,,,,,,,,,,,,,,,,,,,,,
1279,13083,eng,,,,,,,,,,,,,,,,,,,,,,,
1280,12914,eng,,,,,,,,,,,,,,,,,,,,,,,
1281,13503109,eng,,,,,,,,,,,,,,,,,,,,,,,
1282,17803,eng,,,,,,,,,,,,,,,,,,,,,,,
1283,227265,en-US,,,,,,,,,,,,,,,,,,,,,,,
1284,6584188,en-US,,,,,,,,,,,,,,,,,,,,,,,
1285,10194514,eng,,,,,,,,,,,,,,,,,,,,,,,
1286,111450,eng,,,,,,,,,,,,,,,,,,,,,,,
1287,147732,eng,,,,,,,,,,,,,,,,,,,,,,,
1288,9014,eng,,,,,,,,,,,,,,,,,,,,,,,
1289,172327,eng,,,,,,,,,,,,,,,,,,,,,,,
1290,12930,eng,,,,,,,,,,,,,,,,,,,,,,,
1291,42898,eng,,,,,,,,,,,,,,,,,,,,,,,
1292,5413,eng,,,,,,,,,,,,,,,,,,,,,,,
1293,83369,en-US,,,,,,,,,,,,,,,,,,,,,,,
1294,43369,eng,,,,,,,,,,,,,,,,,,,,,,,
1295,17029526,eng,,,,,,,,,,,,,,,,,,,,,,,
1296,15860,eng,,,,,,,,,,,,,,,,,,,,,,,
1297,10798416,eng,,,,,,,,,,,,,,,,,,,,,,,
1298,59263,en-US,,,,,,,,,,,,,,,,,,,,,,,
1299,9566,eng,,,,,,,,,,,,,,,,,,,,,,,
1300,49465,en-US,,,,,,,,,,,,,,,,,,,,,,,
1301,1110,eng,,,,,,,,,,,,,,,,,,,,,,,
1302,8235178,eng,,,,,,,,,,,,,,,,,,,,,,,
1303,347852,en-US,,,,,,,,,,,,,,,,,,,,,,,
1304,99383,eng,,,,,,,,,,,,,,,,,,,,,,,
1305,297249,en-US,,,,,,,,,,,,,,,,,,,,,,,
1306,16171291,eng,,,,,,,,,,,,,,,,,,,,,,,
1307,10600242,eng,,,,,,,,,,,,,,,,,,,,,,,
1308,17927395,eng,,,,,,,,,,,,,,,,,,,,,,,
1309,9439303,en-GB,,,,,,,,,,,,,,,,,,,,,,,
1310,85301,eng,,,,,,,,,,,,,,,,,,,,,,,
1311,5191,eng,,,,,,,,,,,,,,,,,,,,,,,
1312,28251250,eng,,,,,,,,,,,,,,,,,,,,,,,
1313,42389,eng,,,,,,,,,,,,,,,,,,,,,,,
1314,22463,eng,,,,,,,,,,,,,,,,,,,,,,,
1315,25179,eng,,,,,,,,,,,,,,,,,,,,,,,
1316,2731276,eng,,,,,,,,,,,,,,,,,,,,,,,
1317,5171,eng,,,,,,,,,,,,,,,,,,,,,,,
1318,51504,en-US,,,,,,,,,,,,,,,,,,,,,,,
1319,469571,eng,,,,,,,,,,,,,,,,,,,,,,,
1320,3586,,,,,,,,,,,,,,,,,,,,,,,,
1321,1237398,eng,,,,,,,,,,,,,,,,,,,,,,,
1322,29127,eng,,,,,,,,,,,,,,,,,,,,,,,
1323,769483,eng,,,,,,,,,,,,,,,,,,,,,,,
1324,781110,en-US,,,,,,,,,,,,,,,,,,,,,,,
1325,1914973,eng,,,,,,,,,,,,,,,,,,,,,,,
1326,22551730,eng,,,,,,,,,,,,,,,,,,,,,,,
1327,77270,eng,,,,,,,,,,,,,,,,,,,,,,,
1328,18144124,eng,,,,,,,,,,,,,,,,,,,,,,,
1329,6295,eng,,,,,,,,,,,,,,,,,,,,,,,
1330,170548,eng,,,,,,,,,,,,,,,,,,,,,,,
1331,11192642,eng,,,,,,,,,,,,,,,,,,,,,,,
1332,569429,en-US,,,,,,,,,,,,,,,,,,,,,,,
1333,10883,eng,,,,,,,,,,,,,,,,,,,,,,,
1334,8366402,eng,,,,,,,,,,,,,,,,,,,,,,,
1335,60510,eng,,,,,,,,,,,,,,,,,,,,,,,
1336,304027,eng,,,,,,,,,,,,,,,,,,,,,,,
1337,64222,eng,,,,,,,,,,,,,,,,,,,,,,,
1338,323355,eng,,,,,,,,,,,,,,,,,,,,,,,
1339,813214,en-US,,,,,,,,,,,,,,,,,,,,,,,
1340,17683,eng,,,,,,,,,,,,,,,,,,,,,,,
1341,18966819,eng,,,,,,,,,,,,,,,,,,,,,,,
1342,47989,eng,,,,,,,,,,,,,,,,,,,,,,,
1343,34506,en-US,,,,,,,,,,,,,,,,,,,,,,,
1344,6516450,eng,,,,,,,,,,,,,,,,,,,,,,,
1345,25574782,eng,,,,,,,,,,,,,,,,,,,,,,,
1346,944076,eng,,,,,,,,,,,,,,,,,,,,,,,
1347,20926278,en-US,,,,,,,,,,,,,,,,,,,,,,,
1348,7779,eng,,,,,,,,,,,,,,,,,,,,,,,
1349,817791,eng,,,,,,,,,,,,,,,,,,,,,,,
1350,47624,en-US,,,,,,,,,,,,,,,,,,,,,,,
1351,13139,en-US,,,,,,,,,,,,,,,,,,,,,,,
1352,6690979,eng,,,,,,,,,,,,,,,,,,,,,,,
1353,13206900,eng,,,,,,,,,,,,,,,,,,,,,,,
1354,51497,eng,,,,,,,,,,,,,,,,,,,,,,,
1355,13027304,en-US,,,,,,,,,,,,,,,,,,,,,,,
1356,3428935,eng,,,,,,,,,,,,,,,,,,,,,,,
1357,29797,,,,,,,,,,,,,,,,,,,,,,,,
1358,220968,eng,,,,,,,,,,,,,,,,,,,,,,,
1359,12893742,eng,,,,,,,,,,,,,,,,,,,,,,,
1360,472343,en-US,,,,,,,,,,,,,,,,,,,,,,,
1361,1278752,eng,,,,,,,,,,,,,,,,,,,,,,,
1362,13891,en-US,,,,,,,,,,,,,,,,,,,,,,,
1363,91474,eng,,,,,,,,,,,,,,,,,,,,,,,
1364,17876,eng,,,,,,,,,,,,,,,,,,,,,,,
1365,37380,eng,,,,,,,,,,,,,,,,,,,,,,,
1366,16131484,eng,,,,,,,,,,,,,,,,,,,,,,,
1367,43545,eng,,,,,,,,,,,,,,,,,,,,,,,
1368,34484,en-GB,,,,,,,,,,,,,,,,,,,,,,,
1369,368468,eng,,,,,,,,,,,,,,,,,,,,,,,
1370,26135825,eng,,,,,,,,,,,,,,,,,,,,,,,
1371,1713426,en-US,,,,,,,,,,,,,,,,,,,,,,,
1372,16031620,ara,,,,,,,,,,,,,,,,,,,,,,,
1373,125404,eng,,,,,,,,,,,,,,,,,,,,,,,
1374,7743175,eng,,,,,,,,,,,,,,,,,,,,,,,
1375,12700353,en-US,,,,,,,,,,,,,,,,,,,,,,,
1376,7823678,en-US,,,,,,,,,,,,,,,,,,,,,,,
1377,147074,,,,,,,,,,,,,,,,,,,,,,,,
1378,25019,eng,,,,,,,,,,,,,,,,,,,,,,,
1379,13136,eng,,,,,,,,,,,,,,,,,,,,,,,
1380,15195,en-GB,,,,,,,,,,,,,,,,,,,,,,,
1381,27003,en-US,,,,,,,,,,,,,,,,,,,,,,,
1382,43808,en-GB,,,,,,,,,,,,,,,,,,,,,,,
1383,15779,eng,,,,,,,,,,,,,,,,,,,,,,,
1384,38210,eng,,,,,,,,,,,,,,,,,,,,,,,
1385,20819685,eng,,,,,,,,,,,,,,,,,,,,,,,
1386,5157,eng,,,,,,,,,,,,,,,,,,,,,,,
1387,7726143,en-US,,,,,,,,,,,,,,,,,,,,,,,
1388,5346,eng,,,,,,,,,,,,,,,,,,,,,,,
1389,22284,eng,,,,,,,,,,,,,,,,,,,,,,,
1390,11003,en-US,,,,,,,,,,,,,,,,,,,,,,,
1391,28195,eng,,,,,,,,,,,,,,,,,,,,,,,
1392,599,en-US,,,,,,,,,,,,,,,,,,,,,,,
1393,30933,eng,,,,,,,,,,,,,,,,,,,,,,,
1394,91475,en-US,,,,,,,,,,,,,,,,,,,,,,,
1395,18498569,eng,,,,,,,,,,,,,,,,,,,,,,,
1396,259836,en-US,,,,,,,,,,,,,,,,,,,,,,,
1397,37586,en-US,,,,,,,,,,,,,,,,,,,,,,,
1398,493456,en-US,,,,,,,,,,,,,,,,,,,,,,,
1399,144349,en-US,,,,,,,,,,,,,,,,,,,,,,,
1400,16054217,eng,,,,,,,,,,,,,,,,,,,,,,,
1401,615570,eng,,,,,,,,,,,,,,,,,,,,,,,
1402,407429,eng,,,,,,,,,,,,,,,,,,,,,,,
1403,6587879,en-US,,,,,,,,,,,,,,,,,,,,,,,
1404,10414941,en-CA,,,,,,,,,,,,,,,,,,,,,,,
1405,6080337,eng,,,,,,,,,,,,,,,,,,,,,,,
1406,6668467,en-GB,,,,,,,,,,,,,,,,,,,,,,,
1407,5356,eng,,,,,,,,,,,,,,,,,,,,,,,
1408,711901,eng,,,,,,,,,,,,,,,,,,,,,,,
1409,3320520,eng,,,,,,,,,,,,,,,,,,,,,,,
1410,16328,eng,,,,,,,,,,,,,,,,,,,,,,,
1411,15622,eng,,,,,,,,,,,,,,,,,,,,,,,
1412,3754016,en-US,,,,,,,,,,,,,,,,,,,,,,,
1413,11594257,en-GB,,,,,,,,,,,,,,,,,,,,,,,
1414,3464,en-US,,,,,,,,,,,,,,,,,,,,,,,
1415,10127019,en-US,,,,,,,,,,,,,,,,,,,,,,,
1416,8709523,en-US,,,,,,,,,,,,,,,,,,,,,,,
1417,426775,eng,,,,,,,,,,,,,,,,,,,,,,,
1418,44688,,,,,,,,,,,,,,,,,,,,,,,,
1419,6344097,eng,,,,,,,,,,,,,,,,,,,,,,,
1420,767171,eng,,,,,,,,,,,,,,,,,,,,,,,
1421,10073,eng,,,,,,,,,,,,,,,,,,,,,,,
1422,106134,eng,,,,,,,,,,,,,,,,,,,,,,,
1423,10619,eng,,,,,,,,,,,,,,,,,,,,,,,
1424,220969,en-US,,,,,,,,,,,,,,,,,,,,,,,
1425,10757833,en-US,,,,,,,,,,,,,,,,,,,,,,,
1426,10913,,,,,,,,,,,,,,,,,,,,,,,,
1427,153025,en-US,,,,,,,,,,,,,,,,,,,,,,,
1428,11254250,eng,,,,,,,,,,,,,,,,,,,,,,,
1429,3754026,eng,,,,,,,,,,,,,,,,,,,,,,,
1430,29547,en-US,,,,,,,,,,,,,,,,,,,,,,,
1431,7996,eng,,,,,,,,,,,,,,,,,,,,,,,
1432,30474,eng,,,,,,,,,,,,,,,,,,,,,,,
1433,28187230,eng,,,,,,,,,,,,,,,,,,,,,,,
1434,38296,eng,,,,,,,,,,,,,,,,,,,,,,,
1435,228560,eng,,,,,,,,,,,,,,,,,,,,,,,
1436,9417,eng,,,,,,,,,,,,,,,,,,,,,,,
1437,7747064,eng,,,,,,,,,,,,,,,,,,,,,,,
1438,103610,eng,,,,,,,,,,,,,,,,,,,,,,,
1439,12401556,eng,,,,,,,,,,,,,,,,,,,,,,,
1440,1255781,en-US,,,,,,,,,,,,,,,,,,,,,,,
1441,5084,eng,,,,,,,,,,,,,,,,,,,,,,,
1442,23492671,eng,,,,,,,,,,,,,,,,,,,,,,,
1443,11827808,eng,,,,,,,,,,,,,,,,,,,,,,,
1444,38501,,,,,,,,,,,,,,,,,,,,,,,,
1445,331920,en-US,,,,,,,,,,,,,,,,,,,,,,,
1446,6486483,,,,,,,,,,,,,,,,,,,,,,,,
1447,29291,,,,,,,,,,,,,,,,,,,,,,,,
1448,67035,eng,,,,,,,,,,,,,,,,,,,,,,,
1449,28,eng,,,,,,,,,,,,,,,,,,,,,,,
1450,927979,en-US,,,,,,,,,,,,,,,,,,,,,,,
1451,6465707,eng,,,,,,,,,,,,,,,,,,,,,,,
1452,85990,eng,,,,,,,,,,,,,,,,,,,,,,,
1453,18692431,eng,,,,,,,,,,,,,,,,,,,,,,,
1454,7714,en-US,,,,,,,,,,,,,,,,,,,,,,,
1455,13438524,eng,,,,,,,,,,,,,,,,,,,,,,,
1456,2146957,eng,,,,,,,,,,,,,,,,,,,,,,,
1457,363752,eng,,,,,,,,,,,,,,,,,,,,,,,
1458,3388,eng,,,,,,,,,,,,,,,,,,,,,,,
1459,15924,en-US,,,,,,,,,,,,,,,,,,,,,,,
1460,24,eng,,,,,,,,,,,,,,,,,,,,,,,
1461,194373,eng,,,,,,,,,,,,,,,,,,,,,,,
1462,11529868,eng,,,,,,,,,,,,,,,,,,,,,,,
1463,44687,en-US,,,,,,,,,,,,,,,,,,,,,,,
1464,991197,en-US,,,,,,,,,,,,,,,,,,,,,,,
1465,187181,eng,,,,,,,,,,,,,,,,,,,,,,,
1466,321552,eng,,,,,,,,,,,,,,,,,,,,,,,
1467,5196764,eng,,,,,,,,,,,,,,,,,,,,,,,
1468,147865,en-US,,,,,,,,,,,,,,,,,,,,,,,
1469,774001,eng,,,,,,,,,,,,,,,,,,,,,,,
1470,16140036,eng,,,,,,,,,,,,,,,,,,,,,,,
1471,7723542,en-US,,,,,,,,,,,,,,,,,,,,,,,
1472,27774758,eng,,,,,,,,,,,,,,,,,,,,,,,
1473,1240662,eng,,,,,,,,,,,,,,,,,,,,,,,
1474,15819028,eng,,,,,,,,,,,,,,,,,,,,,,,
1475,16081961,ara,,,,,,,,,,,,,,,,,,,,,,,
1476,297792,en-US,,,,,,,,,,,,,,,,,,,,,,,
1477,31242,eng,,,,,,,,,,,,,,,,,,,,,,,
1478,775597,eng,,,,,,,,,,,,,,,,,,,,,,,
1479,29396,eng,,,,,,,,,,,,,,,,,,,,,,,
1480,13831,en-US,,,,,,,,,,,,,,,,,,,,,,,
1481,6202342,en-GB,,,,,,,,,,,,,,,,,,,,,,,
1482,22450859,eng,,,,,,,,,,,,,,,,,,,,,,,
1483,5098079,eng,,,,,,,,,,,,,,,,,,,,,,,
1484,77565,eng,,,,,,,,,,,,,,,,,,,,,,,
1485,21704,en-US,,,,,,,,,,,,,,,,,,,,,,,
1486,83346,eng,,,,,,,,,,,,,,,,,,,,,,,
1487,1848,en-US,,,,,,,,,,,,,,,,,,,,,,,
1488,460548,eng,,,,,,,,,,,,,,,,,,,,,,,
1489,7882,,,,,,,,,,,,,,,,,,,,,,,,
1490,23492589,eng,,,,,,,,,,,,,,,,,,,,,,,
1491,6065215,en-US,,,,,,,,,,,,,,,,,,,,,,,
1492,112204,eng,,,,,,,,,,,,,,,,,,,,,,,
1493,130580,en-US,,,,,,,,,,,,,,,,,,,,,,,
1494,773858,eng,,,,,,,,,,,,,,,,,,,,,,,
1495,87640,,,,,,,,,,,,,,,,,,,,,,,,
1496,147915,eng,,,,,,,,,,,,,,,,,,,,,,,
1497,348573,,,,,,,,,,,,,,,,,,,,,,,,
1498,11602,eng,,,,,,,,,,,,,,,,,,,,,,,
1499,28587957,eng,,,,,,,,,,,,,,,,,,,,,,,
1500,11298,eng,,,,,,,,,,,,,,,,,,,,,,,
1501,252499,en-US,,,,,,,,,,,,,,,,,,,,,,,
1502,12812550,en-CA,,,,,,,,,,,,,,,,,,,,,,,
1503,8682,eng,,,,,,,,,,,,,,,,,,,,,,,
1504,144350,en-US,,,,,,,,,,,,,,,,,,,,,,,
1505,10576365,eng,,,,,,,,,,,,,,,,,,,,,,,
1506,1427,eng,,,,,,,,,,,,,,,,,,,,,,,
1507,1134122,eng,,,,,,,,,,,,,,,,,,,,,,,
1508,23346377,eng,,,,,,,,,,,,,,,,,,,,,,,
1509,17728,eng,,,,,,,,,,,,,,,,,,,,,,,
1510,2454986,eng,,,,,,,,,,,,,,,,,,,,,,,
1511,21535271,eng,,,,,,,,,,,,,,,,,,,,,,,
1512,18478222,eng,,,,,,,,,,,,,,,,,,,,,,,
1513,7046495,eng,,,,,,,,,,,,,,,,,,,,,,,
1514,17780,en-US,,,,,,,,,,,,,,,,,,,,,,,
1515,81227,eng,,,,,,,,,,,,,,,,,,,,,,,
1516,242472,eng,,,,,,,,,,,,,,,,,,,,,,,
1517,13281368,eng,,,,,,,,,,,,,,,,,,,,,,,
1518,17125,eng,,,,,,,,,,,,,,,,,,,,,,,
1519,827,eng,,,,,,,,,,,,,,,,,,,,,,,
1520,164154,eng,,,,,,,,,,,,,,,,,,,,,,,
1521,7728,eng,,,,,,,,,,,,,,,,,,,,,,,
1522,4954833,eng,,,,,,,,,,,,,,,,,,,,,,,
1523,8525590,eng,,,,,,,,,,,,,,,,,,,,,,,
1524,27161156,eng,,,,,,,,,,,,,,,,,,,,,,,
1525,113435,en-US,,,,,,,,,,,,,,,,,,,,,,,
1526,35220,eng,,,,,,,,,,,,,,,,,,,,,,,
1527,21413662,eng,,,,,,,,,,,,,,,,,,,,,,,
1528,55399,eng,,,,,,,,,,,,,,,,,,,,,,,
1529,816720,eng,,,,,,,,,,,,,,,,,,,,,,,
1530,77276,eng,,,,,,,,,,,,,,,,,,,,,,,
1531,262430,eng,,,,,,,,,,,,,,,,,,,,,,,
1532,8554005,en-US,,,,,,,,,,,,,,,,,,,,,,,
1533,31336,en-US,,,,,,,,,,,,,,,,,,,,,,,
1534,15158,eng,,,,,,,,,,,,,,,,,,,,,,,
1535,33676,en-US,,,,,,,,,,,,,,,,,,,,,,,
1536,43892,en-US,,,,,,,,,,,,,,,,,,,,,,,
1537,16180,eng,,,,,,,,,,,,,,,,,,,,,,,
1538,22501028,eng,,,,,,,,,,,,,,,,,,,,,,,
1539,30555488,eng,,,,,,,,,,,,,,,,,,,,,,,
1540,106085,en-US,,,,,,,,,,,,,,,,,,,,,,,
1541,8685612,eng,,,,,,,,,,,,,,,,,,,,,,,
1542,16034964,eng,,,,,,,,,,,,,,,,,,,,,,,
1543,13573236,,,,,,,,,,,,,,,,,,,,,,,,
1544,6192,eng,,,,,,,,,,,,,,,,,,,,,,,
1545,776407,en-US,,,,,,,,,,,,,,,,,,,,,,,
1546,7165300,en-US,,,,,,,,,,,,,,,,,,,,,,,
1547,6976,eng,,,,,,,,,,,,,,,,,,,,,,,
1548,537296,eng,,,,,,,,,,,,,,,,,,,,,,,
1549,324277,en-US,,,,,,,,,,,,,,,,,,,,,,,
1550,6574102,en-US,,,,,,,,,,,,,,,,,,,,,,,
1551,29437949,eng,,,,,,,,,,,,,,,,,,,,,,,
1552,682804,en-US,,,,,,,,,,,,,,,,,,,,,,,
1553,30274,en-US,,,,,,,,,,,,,,,,,,,,,,,
1554,59264,eng,,,,,,,,,,,,,,,,,,,,,,,
1555,29981,eng,,,,,,,,,,,,,,,,,,,,,,,
1556,13362536,,,,,,,,,,,,,,,,,,,,,,,,
1557,6512154,,,,,,,,,,,,,,,,,,,,,,,,
1558,6609765,en-US,,,,,,,,,,,,,,,,,,,,,,,
1559,12716010,eng,,,,,,,,,,,,,,,,,,,,,,,
1560,12180581,eng,,,,,,,,,,,,,,,,,,,,,,,
1561,130440,eng,,,,,,,,,,,,,,,,,,,,,,,
1562,34324605,en-GB,,,,,,,,,,,,,,,,,,,,,,,
1563,15096164,,,,,,,,,,,,,,,,,,,,,,,,
1564,7675,,,,,,,,,,,,,,,,,,,,,,,,
1565,12875355,eng,,,,,,,,,,,,,,,,,,,,,,,
1566,5246,eng,,,,,,,,,,,,,,,,,,,,,,,
1567,5205,en-GB,,,,,,,,,,,,,,,,,,,,,,,
1568,27362503,eng,,,,,,,,,,,,,,,,,,,,,,,
1569,143534,eng,,,,,,,,,,,,,,,,,,,,,,,
1570,7442,en-US,,,,,,,,,,,,,,,,,,,,,,,
1571,7437,en-US,,,,,,,,,,,,,,,,,,,,,,,
1572,25100,eng,,,,,,,,,,,,,,,,,,,,,,,
1573,5360,eng,,,,,,,,,,,,,,,,,,,,,,,
1574,18423,eng,,,,,,,,,,,,,,,,,,,,,,,
1575,33290383,eng,,,,,,,,,,,,,,,,,,,,,,,
1576,7912007,en-US,,,,,,,,,,,,,,,,,,,,,,,
1577,20696006,eng,,,,,,,,,,,,,,,,,,,,,,,
1578,32439,eng,,,,,,,,,,,,,,,,,,,,,,,
1579,6472246,en-US,,,,,,,,,,,,,,,,,,,,,,,
1580,37793,eng,,,,,,,,,,,,,,,,,,,,,,,
1581,12658,en-GB,,,,,,,,,,,,,,,,,,,,,,,
1582,48328,eng,,,,,,,,,,,,,,,,,,,,,,,
1583,25373,en-US,,,,,,,,,,,,,,,,,,,,,,,
1584,18545,eng,,,,,,,,,,,,,,,,,,,,,,,
1585,9409458,eng,,,,,,,,,,,,,,,,,,,,,,,
1586,607639,eng,,,,,,,,,,,,,,,,,,,,,,,
1587,6617928,eng,,,,,,,,,,,,,,,,,,,,,,,
1588,10407279,eng,,,,,,,,,,,,,,,,,,,,,,,
1589,10579,eng,,,,,,,,,,,,,,,,,,,,,,,
1590,91244,,,,,,,,,,,,,,,,,,,,,,,,
1591,13667,,,,,,,,,,,,,,,,,,,,,,,,
1592,7667,eng,,,,,,,,,,,,,,,,,,,,,,,
1593,13812,en-US,,,,,,,,,,,,,,,,,,,,,,,
1594,854757,eng,,,,,,,,,,,,,,,,,,,,,,,
1595,318431,eng,,,,,,,,,,,,,,,,,,,,,,,
1596,20707959,eng,,,,,,,,,,,,,,,,,,,,,,,
1597,122,eng,,,,,,,,,,,,,,,,,,,,,,,
1598,29999,eng,,,,,,,,,,,,,,,,,,,,,,,
1599,8949352,en-US,,,,,,,,,,,,,,,,,,,,,,,
1600,220970,eng,,,,,,,,,,,,,,,,,,,,,,,
1601,26329,eng,,,,,,,,,,,,,,,,,,,,,,,
1602,6585201,eng,,,,,,,,,,,,,,,,,,,,,,,
1603,773951,,,,,,,,,,,,,,,,,,,,,,,,
1604,270805,en-US,,,,,,,,,,,,,,,,,,,,,,,
1605,6440,eng,,,,,,,,,,,,,,,,,,,,,,,
1606,86663,en-US,,,,,,,,,,,,,,,,,,,,,,,
1607,32506,eng,,,,,,,,,,,,,,,,,,,,,,,
1608,7719245,eng,,,,,,,,,,,,,,,,,,,,,,,
1609,7351574,en-US,,,,,,,,,,,,,,,,,,,,,,,
1610,13127599,eng,,,,,,,,,,,,,,,,,,,,,,,
1611,784911,,,,,,,,,,,,,,,,,,,,,,,,
1612,10305231,,,,,,,,,,,,,,,,,,,,,,,,
1613,2195464,eng,,,,,,,,,,,,,,,,,,,,,,,
1614,8680278,en-US,,,,,,,,,,,,,,,,,,,,,,,
1615,6480781,eng,,,,,,,,,,,,,,,,,,,,,,,
1616,136782,eng,,,,,,,,,,,,,,,,,,,,,,,
1617,21745,eng,,,,,,,,,,,,,,,,,,,,,,,
1618,95617,en-US,,,,,,,,,,,,,,,,,,,,,,,
1619,8726744,eng,,,,,,,,,,,,,,,,,,,,,,,
1620,14817,eng,,,,,,,,,,,,,,,,,,,,,,,
1621,6452796,,,,,,,,,,,,,,,,,,,,,,,,
1622,162898,eng,,,,,,,,,,,,,,,,,,,,,,,
1623,106069,eng,,,,,,,,,,,,,,,,,,,,,,,
1624,298275,eng,,,,,,,,,,,,,,,,,,,,,,,
1625,1846,eng,,,,,,,,,,,,,,,,,,,,,,,
1626,5217282,eng,,,,,,,,,,,,,,,,,,,,,,,
1627,3507,eng,,,,,,,,,,,,,,,,,,,,,,,
1628,12287209,eng,,,,,,,,,,,,,,,,,,,,,,,
1629,13662,eng,,,,,,,,,,,,,,,,,,,,,,,
1630,3475161,en-US,,,,,,,,,,,,,,,,,,,,,,,
1631,608474,eng,,,,,,,,,,,,,,,,,,,,,,,
1632,967494,eng,,,,,,,,,,,,,,,,,,,,,,,
1633,31338,eng,,,,,,,,,,,,,,,,,,,,,,,
1634,2402971,eng,,,,,,,,,,,,,,,,,,,,,,,
1635,766955,eng,,,,,,,,,,,,,,,,,,,,,,,
1636,1412138,en-US,,,,,,,,,,,,,,,,,,,,,,,
1637,9378297,en-US,,,,,,,,,,,,,,,,,,,,,,,
1638,253058,,,,,,,,,,,,,,,,,,,,,,,,
1639,310146,eng,,,,,,,,,,,,,,,,,,,,,,,
1640,4929705,en-US,,,,,,,,,,,,,,,,,,,,,,,
1641,248596,eng,,,,,,,,,,,,,,,,,,,,,,,
1642,11334,eng,,,,,,,,,,,,,,,,,,,,,,,
1643,318525,,,,,,,,,,,,,,,,,,,,,,,,
1644,227571,en-US,,,,,,,,,,,,,,,,,,,,,,,
1645,22285,en-US,,,,,,,,,,,,,,,,,,,,,,,
1646,9534,en-US,,,,,,,,,,,,,,,,,,,,,,,
1647,7704143,ara,,,,,,,,,,,,,,,,,,,,,,,
1648,505304,eng,,,,,,,,,,,,,,,,,,,,,,,
1649,5196,eng,,,,,,,,,,,,,,,,,,,,,,,
1650,37677,eng,,,,,,,,,,,,,,,,,,,,,,,
1651,13188676,eng,,,,,,,,,,,,,,,,,,,,,,,
1652,568645,en-US,,,,,,,,,,,,,,,,,,,,,,,
1653,285205,eng,,,,,,,,,,,,,,,,,,,,,,,
1654,12216302,en-US,,,,,,,,,,,,,,,,,,,,,,,
1655,17204,eng,,,,,,,,,,,,,,,,,,,,,,,
1656,38743,en-US,,,,,,,,,,,,,,,,,,,,,,,
1657,6759,en-US,,,,,,,,,,,,,,,,,,,,,,,
1658,18297707,eng,,,,,,,,,,,,,,,,,,,,,,,
1659,530965,eng,,,,,,,,,,,,,,,,,,,,,,,
1660,9850443,eng,,,,,,,,,,,,,,,,,,,,,,,
1661,6905012,en-US,,,,,,,,,,,,,,,,,,,,,,,
1662,6693,eng,,,,,,,,,,,,,,,,,,,,,,,
1663,68591,por,,,,,,,,,,,,,,,,,,,,,,,
1664,18521,eng,,,,,,,,,,,,,,,,,,,,,,,
1665,1268479,eng,,,,,,,,,,,,,,,,,,,,,,,
1666,42038,en-US,,,,,,,,,,,,,,,,,,,,,,,
1667,8492856,eng,,,,,,,,,,,,,,,,,,,,,,,
1668,23437156,eng,,,,,,,,,,,,,,,,,,,,,,,
1669,17020,eng,,,,,,,,,,,,,,,,,,,,,,,
1670,104189,en-US,,,,,,,,,,,,,,,,,,,,,,,
1671,32768522,eng,,,,,,,,,,,,,,,,,,,,,,,
1672,10235,eng,,,,,,,,,,,,,,,,,,,,,,,
1673,18149927,eng,,,,,,,,,,,,,,,,,,,,,,,
1674,9579634,eng,,,,,,,,,,,,,,,,,,,,,,,
1675,5187,en-US,,,,,,,,,,,,,,,,,,,,,,,
1676,9593,,,,,,,,,,,,,,,,,,,,,,,,
1677,7661,en-US,,,,,,,,,,,,,,,,,,,,,,,
1678,13376,eng,,,,,,,,,,,,,,,,,,,,,,,
1679,27494,eng,,,,,,,,,,,,,,,,,,,,,,,
1680,114159,eng,,,,,,,,,,,,,,,,,,,,,,,
1681,32049,eng,,,,,,,,,,,,,,,,,,,,,,,
1682,10079321,en-US,,,,,,,,,,,,,,,,,,,,,,,
1683,7865083,en-US,,,,,,,,,,,,,,,,,,,,,,,
1684,1052,eng,,,,,,,,,,,,,,,,,,,,,,,
1685,10915,en-US,,,,,,,,,,,,,,,,,,,,,,,
1686,189802,en-US,,,,,,,,,,,,,,,,,,,,,,,
1687,53764,en-GB,,,,,,,,,,,,,,,,,,,,,,,
1688,25893709,eng,,,,,,,,,,,,,,,,,,,,,,,
1689,1158967,eng,,,,,,,,,,,,,,,,,,,,,,,
1690,8058301,eng,,,,,,,,,,,,,,,,,,,,,,,
1691,36529,eng,,,,,,,,,,,,,,,,,,,,,,,
1692,10412,eng,,,,,,,,,,,,,,,,,,,,,,,
1693,44659,eng,,,,,,,,,,,,,,,,,,,,,,,
1694,40317,en-US,,,,,,,,,,,,,,,,,,,,,,,
1695,41684,eng,,,,,,,,,,,,,,,,,,,,,,,
1696,27266,en-US,,,,,,,,,,,,,,,,,,,,,,,
1697,11413,en-US,,,,,,,,,,,,,,,,,,,,,,,
1698,342445,eng,,,,,,,,,,,,,,,,,,,,,,,
